??	??	??	??????	??1?id	??2?id	??3?id	??1???	??2???	??3???	??????	??id	????	????????id	????????	unknown01	unknown02	??????	????	unknown03	????	unknown04	unknown05
443	???	?????????????????*20?????????*2?????3????*5	10	3443	7673	7672	20	2	5	0	9631	1	0	0	3	0	0	300	0	2	3443	0
444	???	???????????????1????*30?????????*2?????3????*10	10	7670	7673	7672	30	2	10	0	9632	1	0	0	3	0	0	300	0	2	0	0
445	??	??????????????1????*30?????????*2?????3????*10	10	7670	7673	7672	30	2	10	0	9633	1	0	0	3	0	0	300	0	2	0	0
446	?????	???????????????*1????*1????*1	8	9489	9490	9551	1	1	1	0	9488	1	0	0	12	13	0	35	0	4	0	0
447	???	?????????????*35?????*50	8	813	818	0	35	50	0	0	9489	1	0	0	5	6	0	35	0	2	0	0
448	???	?????????????*4????*25	10	827	820	0	4	25	0	0	9490	1	0	0	6	7	0	60	0	3	0	0
449	???????	?????????????????*3?????*1??????*1	18	836	9487	9488	3	1	1	0	9496	1	0	0	18	20	0	550	0	4	0	0
450	?????	??10???????????????*1??????*10	18	9487	1239	0	1	10	0	1000	9538	10	9538	12	80	90	0	300	0	1	0	0
451	????	??10??????????????1????*10	18	9487	1240	0	1	10	0	1000	9539	10	9539	12	80	90	0	250	0	1	0	0
452	???	?????????????*40	8	807	0	0	40	0	0	0	9551	1	0	0	12	13	0	60	0	5	0	0
453	???-6?	?????-6??????????*100????-3?*100	4	821	10476	0	100	100	0	0	10479	1	10479	1	70	70	0	500	0	4	0	0
454	???-7?	?????-7??????????*100????-3?*100	8	822	10476	0	100	100	0	0	10480	1	10480	1	150	150	0	600	0	4	0	0
455	???-8?	?????-8??????????*100????-3?*100????*1	12	823	10476	2027	100	100	1	0	10481	1	10481	1	230	230	0	700	0	4	0	0
456	???-9?	?????-9??????????*100????-3?*100?????*1	16	824	10476	2036	100	100	1	0	10482	1	10482	1	320	320	0	800	0	4	0	0
457	???-4?	?????-4??????????*25????-3?*25	1	821	10476	0	25	25	0	0	10477	1	10477	1	20	20	0	300	0	4	0	0
458	???-5?	?????-5??????????*80????-3?*80	1	821	10476	0	80	80	0	0	10478	1	10478	1	20	20	0	400	0	4	0	0
459	???-10?	?????-10??????????*1????-9?*10	18	842	10482	0	1	10	0	0	10483	1	10483	1	350	350	0	800	0	4	842	0
460	??????	??????????????????*1???????*1	2	841	10366	0	1	1	0	0	10369	1	10369	1	2	2	0	20	0	5	841	0
461	?????	?????????????????*1???????*2	4	841	10369	0	1	2	0	0	10368	1	10368	1	5	5	0	50	0	5	841	0
462	?????	?????????????????*3???????*1	6	841	10370	0	3	1	0	0	10367	1	10367	1	10	10	0	100	0	5	841	0
463	??????	???????????????????*3??????*2	8	841	10367	0	3	2	0	0	10371	1	10371	1	20	20	0	200	0	5	841	0
464	??????	??????????????????*40???????*5	12	841	10372	0	40	5	0	0	10373	1	10373	1	50	50	0	400	0	5	841	0
465	??????	??????????????????*60???????*4	14	841	10373	0	60	4	0	0	10374	1	10374	1	100	100	0	600	0	5	841	0
466	??????	??????????????????*80???????*4	16	841	10374	0	80	4	0	0	10375	1	10375	1	200	200	0	800	0	5	841	0
467	????	??????????????*2???*2????*1	0	678	679	677	2	2	1	1400	10500	1	10499	1	1	1	0	1000	1	0	677	1
468	?????	??5????????????????*2????*1	5	9487	171	0	2	1	0	100	11132	5	11132	6	4	13	50	40	0	5	0	0
469	?????	??????????????????*1???*3??????*3???????????	0	7501	11507	0	3	3	0	1000	11623	1	11628	1	1	1	0	2500	1	0	11507	0
470	?????	??????????????????*1???*3??????*3???????????	0	7501	11507	0	3	3	0	1000	11624	1	11632	1	1	1	0	2500	1	0	11507	0
471	?????	??????????????????*1???*3??????*3???????????	0	7501	11507	0	3	3	0	1000	11625	1	11637	1	1	1	0	2500	1	0	11507	0
472	?????	??????????????????*1???*3??????*3???????????	0	7501	11507	0	3	3	0	1000	11626	1	11641	1	1	1	0	2500	1	0	11507	0
473	?????	??????????????????*1???*3??????*3???????????	0	7501	11507	0	3	3	0	1000	11627	1	11635	1	1	1	0	2500	1	0	11507	0
474	?????	??????????????????*1?????*3??????*9???????????	0	7502	11507	0	3	9	0	1300	11628	1	11629	1	1	1	0	7500	1	0	11507	0
475	?????	??????????????????*1?????*8??????*28	0	7502	11507	0	8	28	0	0	11629	1	0	1	1	1	0	23330	1	0	11507	0
476	?????	??????????????????*1?????*8??????*28	0	7502	11507	0	8	28	0	0	11630	1	0	1	1	1	0	23330	1	0	11507	0
477	?????	??????????????????*1?????*8??????*28	0	7502	11507	0	8	28	0	0	11631	1	0	1	1	1	0	23330	1	0	11507	0
478	?????	??????????????????*1?????*3??????*9?????????�???	0	7502	11507	0	3	9	0	1300	11632	1	11633	1	1	1	0	7500	1	0	11507	0
479	???�???	?????�??????????????*1?????*8??????*28	0	7502	11507	0	8	28	0	0	11633	1	0	1	1	1	0	23330	1	0	11507	0
480	?????	??????????????????*1?????*8??????*28	0	7502	11507	0	8	28	0	0	11634	1	0	1	1	1	0	23330	1	0	11507	0
481	?????	??????????????????*1?????*3??????*9?????????�???	0	7502	11507	0	3	9	0	1300	11635	1	11636	1	1	1	0	7500	1	0	11507	0
482	???�???	?????�??????????????*1?????*8??????*28	0	7502	11507	0	8	28	0	0	11636	1	0	1	1	1	0	23330	1	0	11507	0
483	?????	??????????????????*1?????*3??????*9?????????�???	0	7502	11507	0	3	9	0	1300	11637	1	11638	1	1	1	0	7500	1	0	11507	0
484	???�???	?????�??????????????*1?????*8??????*28	0	7502	11507	0	8	28	0	0	11638	1	0	1	1	1	0	23330	1	0	11507	0
485	?????	??????????????????*1?????*8??????*28	0	7502	11507	0	8	28	0	0	11639	1	0	1	1	1	0	23330	1	0	11507	0
486	?????	??????????????????*1???*3??????*3???????????	0	7501	11507	0	3	3	0	1000	11640	1	11642	1	1	1	0	2500	1	0	11507	0
487	?????	??????????????????*1?????*3??????*9???????????	0	7502	11507	0	3	9	0	1300	11641	1	11643	1	1	1	0	7500	1	0	11507	0
488	?????	??????????????????*1?????*3??????*9???????????	0	7502	11507	0	3	9	0	1300	11642	1	11644	1	1	1	0	7500	1	0	11507	0
489	?????	??????????????????*1?????*8??????*28	0	7502	11507	0	8	28	0	0	11643	1	0	1	1	1	0	23330	1	0	11507	0
490	?????	??????????????????*1?????*8??????*28	0	7502	11507	0	8	28	0	0	11644	1	0	1	1	1	0	23330	1	0	11507	0
491	?????	??????????????????*1???*3??????*3???????????	0	7501	11507	0	3	3	0	1000	11645	1	11647	1	1	1	0	2500	1	0	11507	0
492	?????	??????????????????*1?????*3??????*9???????????	0	7502	11507	0	3	9	0	1300	11646	1	11648	1	1	1	0	7500	1	0	11507	0
493	?????	??????????????????*1???*3??????*3???????????	0	7501	11507	0	3	3	0	1000	11647	1	11646	1	1	1	0	2500	1	0	11507	0
494	?????	??????????????????*1?????*8??????*28	0	7502	11507	0	8	28	0	0	11648	1	0	1	1	1	0	23330	1	0	11507	0
495	?????	??????????????????*1?????*8??????*28	0	7502	11507	0	8	28	0	0	11649	1	0	1	1	1	0	23330	1	0	11507	0
496	?????	??????????????????*1???*3??????*3???????????	0	7501	11507	0	3	3	0	1000	11650	1	11647	1	1	1	0	2500	1	0	11507	0
497	?????	??????????????????*1?????*3??????*9???????????	0	7502	11507	0	3	9	0	1300	11651	1	11649	1	1	1	0	7500	1	0	11507	0
498	?????	??????????????????*1?????*8??????*28	0	7502	11507	0	8	28	0	0	11652	1	0	1	1	1	0	23330	1	0	11507	0
499	????	?????????????????*1?????*8??????*28	0	7502	11507	0	8	28	0	0	11653	1	0	1	1	1	0	23330	1	0	11507	0
500	????	?????????????????*1?????*8??????*28	0	7502	11507	0	8	28	0	0	11654	1	0	1	1	1	0	23330	1	0	11507	0
501	????	?????????????????*1?????*8??????*28	0	7502	11507	0	8	28	0	0	11655	1	0	1	1	1	0	23330	1	0	11507	0
502	???	?????????????*5????*30	10	827	820	0	5	30	0	0	13154	1	0	0	6	7	0	70	0	3	0	0
503	???	?????????????*45?????*60	8	813	818	0	45	60	0	0	13153	1	0	0	5	6	0	40	0	2	0	0
504	???	?????????????*1????*1????*1	8	13153	13154	13155	1	1	1	0	13152	1	0	0	12	13	0	40	0	4	0	0
505	???????	?????????????????*3????*1????*1	18	836	13151	13152	3	1	1	0	13163	1	0	0	18	20	0	600	0	4	0	0
506	?????	??10??????????????*1??????*10	18	13151	1239	0	1	10	0	1000	13157	10	13157	12	80	90	0	350	0	1	0	0
507	?????	??10??????????????*1????*10	18	13151	1240	0	1	10	0	1000	13158	10	13158	12	80	90	0	270	0	1	0	0
508	???	?????????????*50	8	807	0	0	50	0	0	0	13155	1	0	0	12	13	0	70	0	5	0	0
509	????	????????????????*10	10	5489	0	0	10	0	0	0	14024	1	0	0	10	1	0	200	0	1	0	0
510	????????	??20?????????????????*20????*20???*20	15	1932	810	1811	20	20	20	1000	1809	20	1819	20	60	61	0	500	0	2	0	0
511	????	??????????????*2????*2????*1	10	11480	11481	11482	2	2	1	0	11533	1	0	0	20	1	0	300	0	1	0	0
512	???	?????????????*6????*35	10	827	820	0	6	35	0	0	16009	1	0	0	6	7	0	90	0	3	0	0
513	?????	???????????????*55?????*70	8	813	818	0	55	70	0	0	16008	1	0	0	5	6	0	50	0	2	0	0
514	???	???????????????*1????*1????*1	8	16008	16009	16010	1	1	1	0	16007	1	0	0	12	13	0	50	0	4	0	0
515	???????	?????????????????*4?????*1????*1	18	836	16006	16007	4	1	1	0	16018	1	0	0	18	20	0	650	0	4	0	0
516	?????	??10???????????????*1??????*10	18	16006	1239	0	1	10	0	1000	16012	10	16012	12	80	90	0	400	0	1	0	0
517	?????	??10???????????????*1????*10	18	16006	1240	0	1	10	0	1000	16013	10	16013	12	80	90	0	300	0	1	0	0
518	???	?????????????*60	8	807	0	0	60	0	0	0	16010	1	0	0	12	13	0	80	0	5	0	0
519	?????	???????????????*5???*5????*5	10	829	830	831	5	5	5	100	16989	1	16989	2	15	16	50	30	0	5	0	0
520	???????	?????????????????*5???*5????*1	10	832	833	171	5	5	1	100	16990	1	16990	2	15	16	50	40	0	5	0	0
521	????	???????????????*2????*4???*10	12	836	842	1811	2	4	10	0	1842	1	0	0	50	0	0	500	0	3	842	0
522	???	???????????????*1???*7	12	2745	840	0	1	7	0	0	1843	1	0	0	50	0	0	500	0	3	840	0
523	??????	??????????????????*4????*4???*10	15	1842	842	1811	4	4	10	0	1844	1	0	0	80	0	0	800	0	3	842	0
524	?????	????????????????*4???*10	15	1843	840	0	4	10	0	0	1845	1	0	0	80	0	0	800	0	3	840	0
525	????	???????????????*1????*4	12	1924	842	0	1	4	0	0	1846	1	0	0	50	0	0	500	0	3	842	0
526	??????	??????????????????*4????*4	15	1846	842	0	4	4	0	0	1847	1	0	0	80	0	0	800	0	3	842	0
527	???	??????????????*6????*10	12	1838	1813	0	6	10	0	0	1848	1	0	0	50	0	0	500	0	3	1838	0
528	?????	????????????????*2????*2	15	1848	1839	0	2	2	0	0	1849	1	0	0	80	0	0	800	0	3	1839	0
529	???	??????????????*2????*3????*3	12	4640	842	1838	2	3	3	0	1850	1	0	0	50	0	0	500	0	3	842	0
530	?????	????????????????*2????*2	15	1839	1850	0	2	2	0	0	1851	1	0	0	80	0	0	800	0	3	1839	0
531	????	???????????????*2???*6????*3	12	4640	840	1838	2	6	3	0	1852	1	0	0	50	0	0	500	0	3	840	0
532	??????	??????????????????*2????*2	15	1839	1852	0	2	2	0	0	1853	1	0	0	80	0	0	800	0	3	1839	0
533	???	??????????????*2????*6	12	1838	4640	0	6	2	0	0	1854	1	0	0	50	0	0	500	0	3	1838	0
534	?????	????????????????*3????*4	15	1839	1854	0	4	3	0	0	1855	1	0	0	80	0	0	800	0	3	1839	0
535	???�?	?????�??????????*30????*4	15	1838	13112	0	30	4	0	0	1856	1	0	0	80	0	0	800	0	3	1838	0
536	?????�?	???????�??????????�?*3????*4	18	1839	1856	0	4	3	0	0	1857	1	0	0	100	0	0	1000	0	3	1839	0
537	???�?	?????�??????????*30????*4	15	1838	13112	0	30	4	0	0	1858	1	0	0	80	0	0	800	0	3	1838	0
538	?????�?	???????�??????????�?*3????*4	18	1839	1858	0	4	3	0	0	1859	1	0	0	100	0	0	1000	0	3	1839	0
539	????	????????????????*1???*16?????*1	12	1914	840	2742	1	16	1	0	1860	1	0	0	50	0	0	500	0	3	840	0
540	??????	??????????????????*2????*3	15	1839	1860	0	3	2	0	0	1861	1	0	0	80	0	0	800	0	3	1839	0
541	???	???????????????*1????*8?????*1	12	2746	2747	842	1	1	8	0	1862	1	0	0	50	0	0	500	0	3	842	0
542	?????	????????????????*2????*3	15	1839	1862	0	3	2	0	0	1863	1	0	0	80	0	0	800	0	3	1839	0
543	???-4?	?????-4??????????*25????-3?*25	1	821	18027	0	25	25	0	0	18028	1	18028	1	20	20	0	300	0	4	0	0
544	???-5?	?????-5??????????*80????-3?*80	1	821	18027	0	80	80	0	0	18029	1	18029	1	20	20	0	400	0	4	0	0
545	???-6?	?????-6??????????*100????-3?*100	4	821	18027	0	100	100	0	0	18030	1	18030	1	70	70	0	500	0	4	0	0
546	???-7?	?????-7??????????*100????-3?*100	8	822	18027	0	100	100	0	0	18031	1	18031	1	150	150	0	600	0	4	0	0
547	???-8?	?????-8??????????*100????-3?*100????*1	12	823	18027	2027	100	100	1	0	18032	1	18032	1	230	230	0	700	0	4	0	0
548	???-9?	?????-9??????????*100????-3?*100?????*1	16	824	18027	2036	100	100	1	0	18033	1	18033	1	320	320	0	800	0	4	0	0
549	???-10?	?????-10??????????*1????-9?*10	18	842	18033	0	1	10	0	0	18034	1	18034	1	350	350	0	800	0	4	842	0
550	??????	??????????????????*1???????*1	2	841	18003	0	1	1	0	0	18004	1	18004	1	2	2	0	20	0	5	841	0
551	??????	??????????????????*1???????*2	4	841	18004	0	1	2	0	0	18005	1	18005	1	5	5	0	50	0	5	841	0
552	??????	??????????????????*3???????*2	6	841	18005	0	3	2	0	0	18006	1	18006	1	20	20	0	200	0	5	841	0
553	?????	??????????????????*3???????*2	8	841	18006	0	3	2	0	0	18017	1	18017	1	20	20	0	200	0	5	841	0
554	??????	??????????????????*40??????*5	12	841	18017	0	40	5	0	0	18007	1	18007	1	50	50	0	400	0	5	841	0
555	??????	??????????????????*60???????*5	12	841	18007	0	60	5	0	0	18018	1	18018	1	50	50	0	400	0	5	841	0
556	??????	??????????????????*60?????*4	14	841	18018	0	60	4	0	0	18008	1	18008	1	100	100	0	600	0	5	841	0
557	??????	??????????????????*80???????*4	16	841	18008	0	80	4	0	0	18009	1	18009	1	200	200	0	800	0	5	841	0
558	?????	??????????????????*1???*3??????*3???????????	0	7501	11507	0	3	3	0	1000	11664	1	11665	1	1	1	0	2500	1	0	11507	0
559	?????	??????????????????*1?????*3??????*9?????????�?	0	7502	11507	0	3	9	0	1300	11665	1	11666	1	1	1	0	7500	1	0	11507	0
560	???�???	?????�??????????????*1?????*8??????*28	0	7502	11507	0	8	28	0	0	11666	1	0	1	1	1	0	23330	1	0	11507	0
561	?????	??????????????????*1?????*8??????*28	0	7502	11507	0	8	28	0	0	11667	1	0	1	1	1	0	23330	1	0	11507	0
562	?????	??????????????????*1?????*8??????*28	0	7502	11507	0	8	28	0	0	11668	1	0	1	1	1	0	23330	1	0	11507	0
